1020893,7383,10,2716,0
1221633,8929,6,0,0
902565,142,5,60,3
1188683,9781,5,757,0
1232120,9167,419,0,4
1049355,8517,30,4497,0
1199166,7843,14,3280,0
1167711,8131,0,0,0
