4564671159070995313,2018-02-21T23:00:05.815Z,1199166
3565493259205775418,2018-02-21T23:00:11.240Z,1199166
733358493393564048,2018-02-21T23:00:33.979Z,1020893
5669815099585695597,2018-02-21T23:00:36.065Z,1049355
1174546253452092090,2018-02-21T23:00:40.222Z,1049355
1521385565486670709,2018-02-21T23:00:40.748Z,1049355
1989540271762931628,2018-02-21T23:00:52.650Z,1049355
3337024024241825174,2018-02-21T23:00:56.131Z,1049355
8289522664141568292,2018-02-21T23:01:04.683Z,1020893
4381028862560062737,2018-02-21T23:01:37.883Z,1199166
303118880317979936,2018-02-21T23:01:38.420Z,1199166
8040400508364612135,2018-02-21T23:02:24.717Z,1049355
1166585688611077595,2018-02-21T23:02:31.147Z,1049355
1039331722227815392,2018-02-21T23:01:56.753Z,1020893
3087962326934796071,2018-02-21T23:02:42.892Z,1020893
808533218222821939,2018-02-21T23:03:02.473Z,1188683
431721642181382318,2018-02-21T23:03:20.260Z,1199166
3265297824816897298,2018-02-21T23:03:49.881Z,1020893
6845843556403080410,2018-02-21T23:03:58.134Z,1020893
7582533443481458103,2018-02-21T23:04:25.760Z,1049355
6245235309530256398,2018-02-21T23:03:34.498Z,1199166
4841518907341827351,2018-02-21T23:04:25.687Z,1049355
5980696485863033902,2018-02-21T23:04:42.115Z,1020893
1575593541553018693,2018-02-21T23:05:06.116Z,1199166
4970507070912912097,2018-02-21T23:05:06.319Z,1199166
2537760656974753830,2018-02-21T23:01:18.670Z,1199166
4115103971263784011,2018-02-21T23:05:04.792Z,1020893
9104041615828197818,2018-02-21T23:05:31.164Z,1049355
4605669201120351181,2018-02-21T23:06:24.109Z,1049355
4959542048904783938,2018-02-21T23:06:39.255Z,1020893
3075049364541519338,2018-02-21T23:01:27.791Z,1199166
6557115597344875020,2018-02-21T23:06:57.773Z,1020893
8506003171801398364,2018-02-21T23:01:37.557Z,1199166
6527811966688114458,2018-02-21T23:02:04.723Z,1199166
5707276439315744333,2018-02-21T23:08:00.082Z,1199166
5801888745615892809,2018-02-21T23:08:31.822Z,1049355
3284517328794372648,2018-02-21T23:08:46.598Z,1020893
5196336163784737124,2018-02-21T23:08:48.626Z,1199166
5585223779129645224,2018-02-21T23:08:55.919Z,1188683
4158197353186441712,2018-02-21T23:08:36.120Z,1199166
3887854782230878914,2018-02-21T23:09:08.307Z,1199166
743104040743383261,2018-02-21T23:09:23.631Z,1020893
1529685192157879269,2018-02-21T23:09:26.298Z,1199166
8633158838092265344,2018-02-21T23:09:23.337Z,1188683
7496629991831171037,2018-02-21T23:09:23.833Z,1199166
4423978803131488221,2018-02-21T23:10:08.766Z,1199166
5760571724455278129,2018-02-21T23:10:24.031Z,1020893
680191999902118067,2018-02-21T23:10:48.462Z,1020893
2642893341808729819,2018-02-21T23:10:50.333Z,1199166
5816146941024350643,2018-02-21T23:11:01.301Z,1199166
5490979779336479090,2018-02-21T23:10:57.016Z,1188683
5225065946621435624,2018-02-21T23:07:50.823Z,1199166
396843493818247985,2018-02-21T23:11:29.475Z,1199166
649065764296819643,2018-02-21T23:11:31.034Z,1049355
1391393054852446332,2018-02-21T23:11:31.554Z,1049355
8915992300766175130,2018-02-21T23:12:10.736Z,1020893
8901127442694895255,2018-02-21T23:12:17.271Z,1199166
4518546447749960380,2018-02-21T23:12:27.014Z,1199166
787422733126523500,2018-02-21T23:12:57.065Z,1199166
263111243796622284,2018-02-21T23:12:58.774Z,1199166
5368976513476721999,2018-02-21T23:10:13.775Z,1049355
5325411159859360704,2018-02-21T23:13:12.251Z,1049355
2204725440174131198,2018-02-21T23:13:22.881Z,1049355
1794293861494571556,2018-02-21T23:13:23.660Z,1049355
1233001174699809004,2018-02-21T23:11:15.518Z,1049355
1883847695702392529,2018-02-21T23:13:53.278Z,1049355
8284508720650629710,2018-02-21T23:14:14.203Z,1199166
3032851329334651639,2018-02-21T23:14:21.663Z,1199166
2651613849921448336,2018-02-21T23:14:24.280Z,1049355
7013813068013534217,2018-02-21T23:14:37.262Z,1020893
4503276786134147953,2018-02-21T23:14:52.330Z,1199166
8449129271440209495,2018-02-21T23:13:32.275Z,1049355
3285158388361391735,2018-02-21T23:15:05.205Z,1049355
7098791516319464563,2018-02-21T23:15:11.072Z,1020893
1948891266048330903,2018-02-21T23:15:22.942Z,1199166
13914547248710179,2018-02-21T23:15:38.679Z,1049355
4341552753211507313,2018-02-21T23:15:46.399Z,1020893
5501988653921798100,2018-02-21T23:15:40.446Z,1199166
3824594054676751512,2018-02-21T23:15:52.322Z,1020893
396107532286427402,2018-02-21T23:15:23.812Z,1188683
7688169165223575597,2018-02-21T23:15:55.665Z,1049355
4348386626646639712,2018-02-21T23:16:13.697Z,1199166
193125963851448033,2018-02-21T23:16:20.849Z,1049355
3320498397216061731,2018-02-21T23:16:25.824Z,1049355
1340587968493065907,2018-02-21T23:17:23.999Z,1049355
8031756126958568886,2018-02-21T23:17:29.037Z,1049355
2977034151579336668,2018-02-21T23:17:31.079Z,1049355
5554255334620840270,2018-02-21T23:17:33.544Z,1049355
9122289354492294512,2018-02-21T23:17:35.213Z,1049355
7170007347861280282,2018-02-21T23:17:50.453Z,1199166
547007713947129443,2018-02-21T23:17:57.532Z,1049355
2998093662509177026,2018-02-21T23:18:01.496Z,1049355
8465532426150007744,2018-02-21T23:18:35.504Z,1049355
8942514679855863720,2018-02-21T23:18:54.243Z,1199166
6713942649588517644,2018-02-21T23:19:09.321Z,1020893
4546818473471822975,2018-02-21T23:19:12.149Z,1199166
6692585753003475726,2018-02-21T23:19:15.396Z,1049355
3290184282651589035,2018-02-21T23:19:14.411Z,1049355
936846318292412122,2018-02-21T23:19:27.484Z,1049355
8455321551155109166,2018-02-21T23:19:35.337Z,1049355
474877121962436916,2018-02-21T23:18:51.509Z,1199166
150661990711498044,2018-02-21T23:19:38.416Z,1049355
5132577442029816046,2018-02-21T23:19:52.182Z,1049355
1358622659890937750,2018-02-21T23:19:54.064Z,1049355
7384376804660711330,2018-02-21T23:20:10.547Z,1049355
1382823038421603007,2018-02-21T23:20:21.983Z,1199166
9200533392463008295,2018-02-21T23:20:31.100Z,1049355
5970031487374835703,2018-02-21T23:20:33.052Z,1020893
4421128230862558011,2018-02-21T23:20:38.199Z,1049355
8918807097935885458,2018-02-21T23:20:40.566Z,1049355
1263627332827510879,2018-02-21T23:20:44.115Z,1199166
5379372155358983387,2018-02-21T23:20:28.455Z,1199166
1829184794225278890,2018-02-21T23:20:55.244Z,1049355
478505462204369307,2018-02-21T23:21:03.288Z,1199166
5925666833367661870,2018-02-21T23:20:02.915Z,1188683
902005009950182680,2018-02-21T23:21:06.723Z,1049355
4616916791970529960,2018-02-21T23:15:43.012Z,1188683
7835959394951048473,2018-02-21T23:21:27.809Z,1199166
5140496198347140548,2018-02-21T23:21:44.903Z,1049355
3138940983288790686,2018-02-21T23:21:55.623Z,1049355
614533734176318645,2018-02-21T23:22:05.449Z,1199166
3393888423552515029,2018-02-21T23:22:22.977Z,1049355
5522320232114453921,2018-02-21T23:22:27.429Z,1049355
7024170169463779282,2018-02-21T23:22:36.934Z,1020893
1794348895167713123,2018-02-21T23:22:38.132Z,1049355
4377741094648204777,2018-02-21T23:22:49.429Z,1049355
8873036666108733340,2018-02-21T23:23:00.464Z,1020893
5817065320887207724,2018-02-21T23:23:02.787Z,1020893
5960043948073417840,2018-02-21T23:23:06.135Z,1020893
7443747792935702472,2018-02-21T23:23:12.862Z,1199166
3074996302701509322,2018-02-21T23:23:12.303Z,1049355
6125310106515854872,2018-02-21T23:23:20.230Z,1049355
1367650312992403435,2018-02-21T23:23:19.382Z,1049355
6709510629812217598,2018-02-21T23:23:21.805Z,1049355
7242847082699273984,2018-02-21T23:23:51.875Z,1049355
4433773386837466299,2018-02-21T23:24:39.173Z,1049355
5811198899859802085,2018-02-21T23:24:39.271Z,1199166
6247689970202690098,2018-02-21T23:22:42.527Z,1199166
8191569379659081749,2018-02-21T23:24:55.509Z,1188683
7722693296765695447,2018-02-21T23:19:50.157Z,1049355
9034989458400217074,2018-02-21T23:24:46.905Z,1049355
2772720631999782038,2018-02-21T23:25:20.530Z,1199166
520146523145687758,2018-02-21T23:22:42.510Z,1199166
1199907758380506225,2018-02-21T23:25:30.728Z,1199166
1589735488959542082,2018-02-21T23:25:24.867Z,1049355
4992563826299051655,2018-02-21T23:26:50.471Z,1049355
3733551634534817955,2018-02-21T23:26:54.463Z,1199166
2789804912417218144,2018-02-21T23:27:11.706Z,1199166
820461631669208819,2018-02-21T23:27:06.116Z,1020893
5154345652014542344,2018-02-21T23:27:40.169Z,1199166
698380867499408760,2018-02-21T23:28:03.455Z,1199166
4740916650086407853,2018-02-21T23:28:14.351Z,1199166
2114634053290023635,2018-02-21T23:28:41.278Z,1188683
1220171262487956350,2018-02-21T23:27:56.114Z,1199166
1017492454110334953,2018-02-21T23:28:49.254Z,1049355
3932876884805930295,2018-02-21T23:28:55.161Z,1199166
7955450332478097691,2018-02-21T23:28:55.414Z,1199166
1393152239155230104,2018-02-21T23:29:27.727Z,1199166
8294621309299546261,2018-02-21T23:28:32.953Z,1049355
370025875170262929,2018-02-21T23:29:32.063Z,1199166
5685486856658570950,2018-02-21T23:29:35.792Z,1199166
85142180331956617,2018-02-21T23:29:14.511Z,1049355
3576801582362022892,2018-02-21T23:29:50.496Z,1049355
7299911901098923573,2018-02-21T23:29:42.252Z,1199166
9151270932517186578,2018-02-21T23:30:01.326Z,1020893
1493545200817568746,2018-02-21T23:29:30.510Z,1049355
4870117672033830155,2018-02-21T23:30:09.635Z,1199166
2670638700742392474,2018-02-21T23:31:22.423Z,1049355
9070568735189445167,2018-02-21T23:31:27.655Z,1199166
7352091318869541642,2018-02-21T23:31:30.200Z,1049355
3050229789103789611,2018-02-21T23:31:41.661Z,1199166
8161147612153181677,2018-02-21T23:31:51.734Z,1020893
7429657740706499797,2018-02-21T23:32:14.036Z,1199166
7787113790463767471,2018-02-21T23:32:09.451Z,1199166
7197569597222309392,2018-02-21T23:32:26.305Z,1049355
966789351979274008,2018-02-21T23:32:51.665Z,1049355
79934918051939192,2018-02-21T23:33:09.669Z,1199166
7683930354371457293,2018-02-21T23:33:53.326Z,1199166
3714945349759269904,2018-02-21T23:33:54.723Z,1020893
934576924594399600,2018-02-21T23:33:57.733Z,1020893
5964584809606995450,2018-02-21T23:34:01.811Z,1049355
6153065231813326662,2018-02-21T23:34:06.764Z,1199166
8052316268354968744,2018-02-21T23:34:13.300Z,1199166
4449217821234444425,2018-02-21T23:34:20.331Z,1199166
33083358628263159,2018-02-21T23:34:27.410Z,1199166
4291164685396960290,2018-02-21T23:34:36.974Z,1049355
5989545906607699606,2018-02-21T23:34:49.530Z,1199166
6959566224586401545,2018-02-21T23:34:58.514Z,1199166
6722632824262624579,2018-02-21T23:34:20.768Z,1199166
3825726472980553472,2018-02-21T23:35:19.372Z,1199166
593386792954011596,2018-02-21T23:34:30.928Z,1199166
3419722830752955466,2018-02-21T23:36:02.052Z,1020893
175909695782450883,2018-02-21T23:36:28.651Z,1049355
1993403457411728482,2018-02-21T23:37:08.232Z,1020893
7593903439022972085,2018-02-21T23:37:42.102Z,1020893
910126822909648462,2018-02-21T23:35:56.619Z,1199166
2482584182378631181,2018-02-21T23:38:18.309Z,1199166
2434228107225879641,2018-02-21T23:39:13.741Z,1199166
3873372894443529360,2018-02-21T23:39:21.529Z,1020893
2427293748494924678,2018-02-21T23:37:22.958Z,1049355
6826901521264347302,2018-02-21T23:39:25.611Z,1188683
216574082166173324,2018-02-21T23:39:59.636Z,1049355
1892146487320201011,2018-02-21T23:40:37.787Z,1020893
1765413242272400254,2018-02-21T23:41:26.721Z,1049355
47717165086460560,2018-02-21T23:41:28.395Z,1049355
4502440097880752311,2018-02-21T23:41:40.215Z,1049355
5782299414828889400,2018-02-21T23:41:32.046Z,1020893
6020225438063835155,2018-02-21T23:41:48.012Z,1049355
1704504302958080844,2018-02-21T23:41:48.737Z,1049355
4933331482020892466,2018-02-21T23:41:49.036Z,1049355
2243080074778670511,2018-02-21T23:38:55.805Z,1199166
8115726443478112221,2018-02-21T23:41:57.211Z,1020893
3607435292261244568,2018-02-21T23:42:13.657Z,1049355
5559868831100226606,2018-02-21T23:42:27.695Z,1020893
1682385683720577707,2018-02-21T23:42:13.677Z,1049355
